Archive:  aer_20161214_data.zip
Zip file size: 53623786 bytes, number of entries: 1048
-rw-r--r--  2.0 unx  9059462 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st12com.dta
-rw-r--r--  2.0 unx 100462604 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st52com.dta
-rw-r--r--  2.0 unx 57989739 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st13.dta
-rw-r--r--  2.0 unx  5774562 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st14.dta
-rw-r--r--  2.0 unx 396426662 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st31com.dta
-rw-r--r--  2.0 unx 59849951 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st27com.dta
-rw-r--r--  2.0 unx 47743563 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st28.dta
-rw-r--r--  2.0 unx 42973589 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st50com.dta
-rw-r--r--  2.0 unx 39602058 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st53.dta
-rw-r--r--  2.0 unx 127353834 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st21.dta
-rw-r--r--  2.0 unx 194148546 b- defN 21-Sep-20 11:23 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st26.dta
-rw-r--r--  2.0 unx 34164807 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st17.dta
-rw-r--r--  2.0 unx 31882409 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st53com.dta
-rw-r--r--  2.0 unx 48827714 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st13com.dta
-rw-r--r--  2.0 unx 53619597 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st50.dta
-rw-r--r--  2.0 unx 68041706 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st24com.dta
-rw-r--r--  2.0 unx 60842690 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st32com.dta
-rw-r--r--  2.0 unx 104565459 b- defN 21-Sep-20 11:23 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st25.dta
-rw-r--r--  2.0 unx 81241821 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st22.dta
-rw-r--r--  2.0 unx 301893146 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st29com.dta
-rw-r--r--  2.0 unx 336459762 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st33.dta
-rw-r--r--  2.0 unx 24227927 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st11com.dta
-rw-r--r--  2.0 unx 255705399 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st41.dta
-rw-r--r--  2.0 unx 52416971 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st51com.dta
-rw-r--r--  2.0 unx 159419723 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st26com.dta
-rw-r--r--  2.0 unx 173311278 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st23.dta
-rw-r--r--  2.0 unx 28174964 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st17com.dta
-rw-r--r--  2.0 unx 82523799 b- defN 21-Sep-20 11:23 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st24.dta
-rw-r--r--  2.0 unx 205594247 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st41com.dta
-rw-r--r--  2.0 unx 64643844 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st51.dta
-rw-r--r--  2.0 unx 369910340 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st36com.dta
-rw-r--r--  2.0 unx 29638488 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st11.dta
-rw-r--r--  2.0 unx  7612506 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st16.dta
-rw-r--r--  2.0 unx 106337231 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st15com.dta
-rw-r--r--  2.0 unx 216914969 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st43com.dta
-rw-r--r--  2.0 unx 391153671 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st35.dta
-rw-r--r--  2.0 unx 75014439 b- defN 21-Sep-20 11:23 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st32.dta
-rw-r--r--  2.0 unx 67880102 b- defN 21-Sep-20 11:24 data/ReplicationFiles/Data_Census/Census_Raw/1991/cen91st22com.dta
-rw-r--r--  2.0 unx    34062 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/cnaedom_to_industry.dta
-rw-r--r--  2.0 unx      556 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/indmatch_to_indlink.dta
-rw-r--r--  2.0 unx    55120 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_1991_munic_to_c_mesoreg.dta
-rw-r--r--  2.0 unx     2060 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/cnaedom_to_indmatch.dta
-rw-r--r--  2.0 unx    45180 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_2000_munic_to_mmc_1991_2010.dta
-rw-r--r--  2.0 unx     1631 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/atividade_to_industry.dta
-rw-r--r--  2.0 unx    45180 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_2000_munic_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx    49004 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_1980_munic_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx    68947 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_cod70_to_munic1991.dta
-rw-r--r--  2.0 unx    37052 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_1991_munic_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx    45470 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_2010_munic_to_mmc_1991_2010.dta
-rw-r--r--  2.0 unx     2060 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/cnaedom_to_indlinkn.dta
-rw-r--r--  2.0 unx    37052 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_1991_munic_to_mmc_1991_2010.dta
-rw-r--r--  2.0 unx    36971 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_1970_munic_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx     2700 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/Auxiliary_Files_Descriptions.txt
-rw-r--r--  2.0 unx    45470 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_2010_munic_to_mmc_1970_2010.dta
-rw-r--r--  2.0 unx    49004 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/census_munic1980_to_munic1991.dta
-rw-r--r--  2.0 unx     1194 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/pnad_to_indmatch.dta
-rw-r--r--  2.0 unx     1490 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/atividade1970_to_atividade.dta
-rw-r--r--  2.0 unx     1460 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Data_Census/Auxiliary_Files/atividade_to_indlinkn.dta
-rw-r--r--  2.0 unx     4999 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/adh_shocks.do
-rw-r--r--  2.0 unx     6034 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/adao_shock_mmc.txt
-rw-r--r--  2.0 unx      703 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/delta_mmc.do
-rw-r--r--  2.0 unx     4886 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/figure_2.do
-rw-r--r--  2.0 unx   247999 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/la_worldmb_adh_shocks.txt
-rw-r--r--  2.0 unx    41980 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/adh_shocks.txt
-rw-r--r--  2.0 unx     2737 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/delta_mmc.txt
-rw-r--r--  2.0 unx    46455 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/colombia_worldmb_adh_shocks.txt
-rw-r--r--  2.0 unx     2341 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/figure_1.do
-rw-r--r--  2.0 unx     5099 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/mmc_rer.do
-rw-r--r--  2.0 unx     4312 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/frtc_kume.do
-rw-r--r--  2.0 unx     5338 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rtc_trains.do
-rw-r--r--  2.0 unx    17829 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/figure_2.txt
-rw-r--r--  2.0 unx     5295 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/colombia_worldmb_adh_shocks.do
-rw-r--r--  2.0 unx    18468 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/mmc_rer.txt
-rw-r--r--  2.0 unx     5955 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/figure_1.txt
-rw-r--r--  2.0 unx     1889 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/adao_shock_mmc.do
-rw-r--r--  2.0 unx     1910 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/dlnrent.do
-rw-r--r--  2.0 unx     7915 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rcs.txt
-rw-r--r--  2.0 unx    30779 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rtc_trains.txt
-rw-r--r--  2.0 unx     2827 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/tariff_chg_kume_subsibge.txt
-rw-r--r--  2.0 unx    11228 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/frtc_kume.txt
-rw-r--r--  2.0 unx    10524 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/la_worldmb_adh_shocks.do
-rw-r--r--  2.0 unx     1116 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/tariff_chg_kume_subsibge.do
-rw-r--r--  2.0 unx    11343 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rtc_kume_mmc1970.txt
-rw-r--r--  2.0 unx     2846 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rcs.do
-rw-r--r--  2.0 unx     4445 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Codes_Other/rtc_kume_mmc1970.do
-rw-r--r--  2.0 unx    34793 b- defN 21-Sep-20 11:20 data/ReplicationFiles/AgrMechanization/crop_mech_controls_mmc.dta
-rw-r--r--  2.0 unx    19601 b- defN 21-Sep-20 11:20 data/ReplicationFiles/AgrMechanization/drop_mmc.dta
-rw-r--r--  2.0 unx     2776 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_1_census.do
-rw-r--r--  2.0 unx      784 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/mmc1970_coef_extract.do
-rw-r--r--  2.0 unx     7004 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_employment.do
-rw-r--r--  2.0 unx   118964 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_employment.txt
-rw-r--r--  2.0 unx   508118 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_earnings.txt
-rw-r--r--  2.0 unx    68154 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_employment_mmc1970.dta
-rw-r--r--  2.0 unx   149669 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_4_panel_A.txt
-rw-r--r--  2.0 unx    13486 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_earnings_all.dta
-rw-r--r--  2.0 unx    12428 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_4_panel_B.do
-rw-r--r--  2.0 unx   435989 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_4_panel_B.txt
-rw-r--r--  2.0 unx    11000 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_4_panel_A.do
-rw-r--r--  2.0 unx    27110 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_population_mmc1970.dta
-rw-r--r--  2.0 unx     7545 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_3.do
-rw-r--r--  2.0 unx    39895 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/table_3.txt
-rw-r--r--  2.0 unx    31966 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_earnings_informal.dta
-rw-r--r--  2.0 unx     8592 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Codes_Census/dln_earnings.do
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/DescriptiveStatistics/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/Earnings_WorkerFE/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEmp/
drwxr-xr-x  2.0 unx        0 b- stor 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/
-rw-r--r--  2.0 unx  5090296 b- defN 21-Sep-20 11:20 data/ReplicationFiles/Results/Run_RAIS_Analysis_Log.log
-rw-r--r--  2.0 unx    10374 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Raw.txt
-rw-r--r--  2.0 unx    78956 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Privatization2.xml
-rw-r--r--  2.0 unx    89668 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Unweighted.xml
-rw-r--r--  2.0 unx    89915 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_formalRTR.xml
-rw-r--r--  2.0 unx    94859 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_LongPT1.xml
-rw-r--r--  2.0 unx    89720 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_ERP.xml
-rw-r--r--  2.0 unx     9339 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Privatization1.txt
-rw-r--r--  2.0 unx    10181 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_NTRTR.txt
-rw-r--r--  2.0 unx    89733 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_WeightEmp.xml
-rw-r--r--  2.0 unx    95096 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_RER.xml
-rw-r--r--  2.0 unx    92345 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_RTCPOST.xml
-rw-r--r--  2.0 unx    10046 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_LongPT2.txt
-rw-r--r--  2.0 unx    89872 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_NoIndFE.xml
-rw-r--r--  2.0 unx    10534 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_LongPT1.txt
-rw-r--r--  2.0 unx    10103 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Unweighted.txt
-rw-r--r--  2.0 unx    89939 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Raw.xml
-rw-r--r--  2.0 unx     8816 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Privatization2.txt
-rw-r--r--  2.0 unx    10350 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_formalRTR.txt
-rw-r--r--  2.0 unx    10771 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_RER.txt
-rw-r--r--  2.0 unx    10400 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_RTCPOST.txt
-rw-r--r--  2.0 unx    10168 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_WeightEmp.txt
-rw-r--r--  2.0 unx    10307 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_NoIndFE.txt
-rw-r--r--  2.0 unx    90318 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_LongPT2.xml
-rw-r--r--  2.0 unx    83531 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_Privatization1.xml
-rw-r--r--  2.0 unx    10155 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_ERP.txt
-rw-r--r--  2.0 unx    89746 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessEarn/RobustnessEarn_NTRTR.xml
-rw-r--r--  2.0 unx     1282 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_SouthSouthEast.txt
-rw-r--r--  2.0 unx    87194 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2.xml
-rw-r--r--  2.0 unx    81788 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_SouthSouthEast.xml
-rw-r--r--  2.0 unx     7744 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GPlanters.txt
-rw-r--r--  2.0 unx    28432 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_PreTrends.xml
-rw-r--r--  2.0 unx     1273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTotValue.txt
-rw-r--r--  2.0 unx    86696 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GPlows.xml
-rw-r--r--  2.0 unx    16581 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GHarvesters.xml
-rw-r--r--  2.0 unx     1273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GPlows.txt
-rw-r--r--  2.0 unx    16581 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_NoCerrado.xml
-rw-r--r--  2.0 unx     8582 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTotArea.txt
-rw-r--r--  2.0 unx    16593 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GPlanters.xml
-rw-r--r--  2.0 unx    10227 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTractors.txt
-rw-r--r--  2.0 unx     8209 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTotArea.txt
-rw-r--r--  2.0 unx     9161 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_NoCerrado.txt
-rw-r--r--  2.0 unx    86623 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTotValue.xml
-rw-r--r--  2.0 unx     1276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTotArea.txt
-rw-r--r--  2.0 unx    89389 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GHarvesters.xml
-rw-r--r--  2.0 unx     1277 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1.txt
-rw-r--r--  2.0 unx     4932 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_SouthSouthEast.txt
-rw-r--r--  2.0 unx    87609 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GPlanters.xml
-rw-r--r--  2.0 unx    89841 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3.xml
-rw-r--r--  2.0 unx     9831 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GPlows.txt
-rw-r--r--  2.0 unx     1273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTractors.txt
-rw-r--r--  2.0 unx     9886 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTotValue.txt
-rw-r--r--  2.0 unx    89219 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_NoCerrado.xml
-rw-r--r--  2.0 unx    86535 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GHarvesters.xml
-rw-r--r--  2.0 unx    87094 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTractors.xml
-rw-r--r--  2.0 unx    89792 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTractors.xml
-rw-r--r--  2.0 unx    85394 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTotArea.xml
-rw-r--r--  2.0 unx    88147 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTotArea.xml
-rw-r--r--  2.0 unx     1288 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GPlanters.txt
-rw-r--r--  2.0 unx     9438 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTotValue.txt
-rw-r--r--  2.0 unx    16581 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTotArea.xml
-rw-r--r--  2.0 unx    86346 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_NoCerrado.xml
-rw-r--r--  2.0 unx    16587 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_SouthSouthEast.xml
-rw-r--r--  2.0 unx    10009 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2.txt
-rw-r--r--  2.0 unx     4603 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_SouthSouthEast.txt
-rw-r--r--  2.0 unx    84929 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GPlanters.xml
-rw-r--r--  2.0 unx     1276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GHarvesters.txt
-rw-r--r--  2.0 unx    16578 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GPlows.xml
-rw-r--r--  2.0 unx     1276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_NoCerrado.txt
-rw-r--r--  2.0 unx     3034 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_PreTrends.txt
-rw-r--r--  2.0 unx    16578 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTotValue.xml
-rw-r--r--  2.0 unx     9511 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GPlows.txt
-rw-r--r--  2.0 unx     9654 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_NoCerrado.txt
-rw-r--r--  2.0 unx     9350 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GHarvesters.txt
-rw-r--r--  2.0 unx    89451 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GTotValue.xml
-rw-r--r--  2.0 unx     9909 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main2_GTractors.txt
-rw-r--r--  2.0 unx    84497 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_SouthSouthEast.xml
-rw-r--r--  2.0 unx     9824 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GHarvesters.txt
